Metadata_Well,TG,AngularSecondMoment_Actin_2,AngularSecondMoment_Actin_6,AngularSecondMoment_Actin_10,Intensity_IntegratedIntensityEdge_Actin,Intensity_IntegratedIntensityEdge_Actin_new_intensity,Intensity_IntegratedIntensityEdge_Collagen,Intensity_IntegratedIntensityEdge_aSMA,Intensity_IntegratedIntensity_Actin,Intensity_IntegratedIntensity_Actin_new_intensity,Intensity_IntegratedIntensity_Collagen,Intensity_IntegratedIntensity_aSMA,Intensity_LowerQuartileIntensity_Actin,Intensity_LowerQuartileIntensity_Actin_new_intensity,Intensity_LowerQuartileIntensity_Collagen,Intensity_LowerQuartileIntensity_aSMA,Intensity_MADIntensity_Actin,Intensity_MADIntensity_Actin_new_intensity,Intensity_MADIntensity_Collagen,Intensity_MADIntensity_aSMA,Intensity_MassDisplacement_Actin,Intensity_MassDisplacement_Actin_new_intensity,Intensity_MassDisplacement_Collagen,Intensity_MassDisplacement_aSMA,Intensity_MaxIntensityEdge_Actin,Intensity_MaxIntensityEdge_Actin_new_intensity,Intensity_MaxIntensityEdge_Collagen,Intensity_MaxIntensityEdge_aSMA,Intensity_MaxIntensity_Actin,Intensity_MaxIntensity_Actin_new_intensity,Intensity_MaxIntensity_Collagen,Intensity_MaxIntensity_aSMA,Intensity_MeanIntensityEdge_Actin,Intensity_MeanIntensityEdge_Actin_new_intensity,Intensity_MeanIntensityEdge_Collagen,Intensity_MeanIntensityEdge_aSMA,Intensity_MeanIntensity_Actin,Intensity_MeanIntensity_Actin_new_intensity,Intensity_MeanIntensity_Collagen,Intensity_MeanIntensity_aSMA,Intensity_MedianIntensity_Actin,Intensity_MedianIntensity_Actin_new_intensity,Intensity_MedianIntensity_Collagen,Intensity_MedianIntensity_aSMA,Intensity_MinIntensityEdge_Actin,Intensity_MinIntensityEdge_Actin_new_intensity,Intensity_MinIntensityEdge_Collagen,Intensity_MinIntensityEdge_aSMA,Intensity_MinIntensity_Actin,Intensity_MinIntensity_Actin_new_intensity,Intensity_MinIntensity_Collagen,Intensity_MinIntensity_aSMA,Intensity_StdIntensityEdge_Actin,Intensity_StdIntensityEdge_Actin_new_intensity,Intensity_StdIntensityEdge_Collagen,Intensity_StdIntensityEdge_aSMA,Intensity_StdIntensity_Actin,Intensity_StdIntensity_Actin_new_intensity,Intensity_StdIntensity_Collagen,Intensity_StdIntensity_aSMA,Intensity_UpperQuartileIntensity_Actin,Intensity_UpperQuartileIntensity_Actin_new_intensity,Intensity_UpperQuartileIntensity_Collagen,Intensity_UpperQuartileIntensity_aSMA
D02,WH,0.02300556323237435,0.0289278165967499,0.03901385723500605,2.825131638441235,7.062829018570483,14.203799534589052,11.786381370387971,22.623964504804462,56.55991054791957,134.5762723889202,123.85587122943252,0.010753795737400599,0.02688448922708625,0.0541847869753837,0.0444075688719749,0.0007629515603184,0.0019073784351348,0.010772867128252948,0.0146028846502304,0.3849060508244518,0.3849060407808682,0.9988708464440538,1.6266141857240322,0.0145418480969965,0.0363546200096607,0.1334935501217842,0.11419088765978805,0.0198519881814718,0.04962997138500205,0.28889143466949463,0.21734187752008435,0.01113874386005545,0.02784685941202265,0.05686352554977475,0.04500588952594575,0.011553299336342401,0.0288832480681638,0.069170880139501,0.0633367239541911,0.01136034214869135,0.028400855138897847,0.0636148639023304,0.0586709380149841,0.00818646512925615,0.020466161891817998,0.0421606786549091,0.0268711373209953,0.00794232077896595,0.019855801016092252,0.04201571643352505,0.0268101021647453,0.0009645942169124,0.0024114854783262004,0.01371544450136605,0.0175390411033535,0.0013418235411409001,0.00335455873750645,0.02360135072042955,0.028128575849182748,0.012062256690114698,0.030155641026794848,0.07899786531925194,0.07706569135189055
D03,WH,0.0219041355797008,0.0278145317868041,0.039944403747102,2.822766481898725,7.0569161251187325,14.415045410394669,11.123003022745252,19.437567885033783,48.593919089064,112.99232494831084,100.33879623934628,0.0114595256745815,0.0286488141864538,0.0582131668925285,0.0462157614529132,0.0008697649464011,0.002174412831664,0.0125886872410774,0.0122224800288677,0.4149563107445337,0.4149563024710046,1.1985473480871704,1.3268765441448604,0.0158693827688694,0.0396734550595283,0.1442282795906067,0.1332265138626098,0.0217898841947317,0.0544747114181518,0.30559241771698,0.1947966665029525,0.0119595965252646,0.0298989910597005,0.0626867501248504,0.0499867192055616,0.0124997671189981,0.0312494174546959,0.0768305054198983,0.0634750943730513,0.0121614402160048,0.0304036010056734,0.0692378133535385,0.0594644099473953,0.0087434193119406,0.0218585487455129,0.0440222769975662,0.0272373538464307,0.0084687573835253,0.0211718939244747,0.0438544303178787,0.0269474331289529,0.0011456598942804,0.0028641495824589,0.0166450225923358,0.0178013253359857,0.0015836325174438,0.0039590811382618,0.0291088522823601,0.0232388925793063,0.013138017617166,0.0328450426459312,0.0865644291043281,0.0756847485899925
D04,WH,0.0198348076562692,0.03094157104917055,0.0343966904691658,3.0545128756202757,7.636282104067504,16.107393013313413,12.886915422976017,19.31114688143134,48.277866578660905,129.9131456632167,106.22115683369339,0.010643167886882951,0.02660791948437685,0.05552376620471475,0.0412775613367557,0.00084687583148475,0.00211718957871195,0.01127641834318635,0.0137483775615692,0.5707880608326841,0.5707880424230171,1.4215664247396784,1.8836188005860577,0.015030136797577101,0.0375753417611122,0.14382391422986984,0.14087891578674316,0.0214007785543799,0.053501944988965947,0.31712062656879425,0.23354695737361905,0.01125121083009285,0.028128026828906,0.060775165740667,0.047544659657726154,0.01180453772109235,0.02951134396230665,0.07428975525002075,0.06190401693005855,0.011421377770602651,0.0285534439608454,0.06766232103109354,0.05671778507530685,0.008140688296407399,0.0203517200425267,0.04322117939591405,0.02635996043682095,0.00791180320084095,0.019779507070779752,0.0428397040814161,0.0262607764452695,0.0011714915405217,0.00292872871494585,0.0151515642497978,0.020403302246006248,0.0016457473064160001,0.00411436814938775,0.02632524926501625,0.0277509565719668,0.0125123979523777,0.03128099441528315,0.0829270631074905,0.07206073310226195
D05,control,0.0158811794198305,0.0286704433839651,0.0413318587752333,3.177767638117075,7.944419017061591,17.2914473824203,12.418020959943531,20.34372496418655,50.85931194759905,177.65192633494735,103.47161078080536,0.0101014729589223,0.0252536814659833,0.0497138947248458,0.0372816063463687,0.0005722134374082,0.0014305347576737,0.0137407463043928,0.0093995593488216,0.2909552971202868,0.2909552966889948,2.924362828462261,1.1076990839457914,0.0130006866529583,0.0325017161667346,0.1906156986951828,0.0975356698036193,0.014770733192563,0.036926832050085,0.4179751276969909,0.1775387227535247,0.0104207552680308,0.0260518878725246,0.0574117962404643,0.0404401381396585,0.0107007244396639,0.0267518108567366,0.095155019994181,0.0488895074649347,0.0106355380266904,0.0265888441354036,0.0610360875725746,0.0466697178781032,0.0083619439974427,0.0209048595279455,0.041779201477766,0.0260013733059167,0.0079499501734972,0.0198748745024204,0.0415808334946632,0.0258640423417091,0.0007230132229186,0.0018075330593386,0.0224540748420984,0.01228751225988,0.0009127483111632,0.0022818706994909,0.0632023410371184,0.0155274574328679,0.0112001225352287,0.0280003063380718,0.1149805467575788,0.0572671107947826
D06,control,0.0170806894617561,0.0256527049444196,0.0420069508024498,3.413839970715344,8.53459982573986,19.16929883882404,12.570611165836452,22.32060751784593,55.80151827074587,188.88670159503812,97.459022058174,0.0103036547079682,0.0257591363042593,0.0507286190986633,0.0376592651009559,0.0005798432976007,0.0014496073126792,0.0141756311058998,0.0088502317667007,0.3238537053442339,0.3238537243013298,2.995482464645624,1.1127358298797567,0.0135194938629865,0.0337987355887889,0.2070649266242981,0.0970016047358512,0.0152895404025912,0.0382238514721393,0.4180361628532409,0.1437399834394455,0.0106701095952303,0.0266752737283241,0.060760350906653,0.0403906310146505,0.0109489056853632,0.0273722639489664,0.0952479513302502,0.0484504881163376,0.0108491647988557,0.0271229110658168,0.0622262917459011,0.0468299388885498,0.0087281605228781,0.0218204017728567,0.0422064550220966,0.0261997412890195,0.0081635769456624,0.0204089414328336,0.0420080870389938,0.0260471496731042,0.0007122890565694,0.0017807226117253,0.0245566526638479,0.0118447819383872,0.0009497958558135,0.0023744896054938,0.0649255932772103,0.0146666160210492,0.0114900432527065,0.0287251081317663,0.1151445768773555,0.056515603326261
D07,control,0.014694677767187449,0.0270301198465697,0.0463276750748925,3.002708500251174,7.506771188229322,16.8350117970258,11.074822659604251,15.646601209416986,39.11650266125798,142.00668363831937,69.5123218325898,0.010399023536592649,0.0259975586086511,0.051548790186643545,0.03765163570642465,0.0005340659990906,0.0013351645320653,0.0194933991879224,0.0076752882450818495,0.26470090265733476,0.2647008954985083,2.366398665003021,0.8174148003281374,0.0132143134251236,0.0330357812345027,0.1857938468456268,0.08115511015057555,0.0147096971049904,0.0367742404341697,0.3618676960468292,0.11783779785037035,0.0108103265970824,0.027025816275869953,0.0643237443302874,0.0405792784382312,0.0109544342180814,0.0273860852916213,0.10016508869415415,0.046842575225441954,0.01087205298244945,0.0271801315248012,0.07049286551773545,0.0452124811708927,0.0088197151198983,0.0220492873340845,0.04311436787247655,0.0266117341816425,0.00836957339197395,0.020923933014273602,0.0426489673554897,0.0264744032174348,0.00066722777441165,0.0016680694431804501,0.02560650777435415,0.00967489388344295,0.00086502631872775,0.0021625658016591,0.061230135235711455,0.012039202661071051,0.01142137777060265,0.028553444892168,0.12685588188469404,0.054188601672649356
D08,Fak_TGFB,0.02953462481442235,0.04103286901922755,0.037382865940217155,0.816662861732766,2.0416571320965886,6.6261386927217245,6.3398870918899775,4.186427159234881,10.466067773289979,42.83930721320212,50.9432212067768,0.0083676660433411,0.02091916464269155,0.07036697864532465,0.04618715215474365,0.00048065907321865004,0.0012016473338006999,0.0233310461044311,0.03807888738811015,0.133230068501033,0.13323007233204,0.8103400661328892,1.2843228001117373,0.0101472493261098,0.0253681223839521,0.14141298830509186,0.1814984381198883,0.0123750669881701,0.0309376679360866,0.3602578788995743,0.43081559240818024,0.00861751776824585,0.02154379434055495,0.07469642000833275,0.0554466432334898,0.0088747993256098,0.0221869980610312,0.1048508551221736,0.1131400719986877,0.0088044553995132,0.0220111384987831,0.09660105407238,0.0809643696993589,0.007232776610180651,0.0180819416418671,0.04451819509267805,0.02706950530409805,0.00707255676388735,0.01768139190971845,0.04412909038364885,0.02701609861105675,0.0005734784281196,0.0014336960891162,0.020875154263138053,0.0292064407359915,0.00082169731661835,0.00205424330173725,0.04857617302362425,0.0799245994293375,0.0092469677329063,0.0231174193322658,0.1239337781444192,0.1479133255779743
D09,TGFB,0.02996489351489605,0.02496520541961435,0.03165823537047205,3.7318227235227823,9.329556649550796,19.787121403962374,11.265789329074323,26.840543431695554,67.10135760251433,224.69369831681252,96.31912737712264,0.01265735877677795,0.031643396243453,0.054072252009063904,0.03920424357056615,0.0010528722777962,0.0026321820914745,0.028751812875270802,0.00637064129114145,0.5944350046825635,0.5944350173542241,2.978651294971883,1.0382478438449783,0.01888304017484185,0.04720760136842725,0.21073472499847404,0.07885099574923515,0.02198062092065805,0.05495155230164525,0.4362859576940536,0.1190356314182281,0.01359162876995205,0.03397907117957665,0.07015877963665675,0.041634730964963104,0.01384219910873885,0.034605497227992346,0.1152795180381964,0.047330585956059545,0.0135194938629865,0.0337987355887889,0.08106736838817591,0.045735102146863896,0.01044480036944145,0.026112001389264998,0.04453345388174055,0.02779430896043775,0.00951400026679035,0.02378500066697595,0.044281680136919,0.027641718275845,0.00133355431893405,0.0033338857141124497,0.03278355793163995,0.0090839463467875,0.00180390463864405,0.004509761511638,0.07105936545797306,0.01053300713594545,0.01473258575424545,0.03683146275579925,0.1576104387640953,0.0534828719682991
D10,TGFB,0.0349895245243594,0.0263973431361626,0.0327972402366238,3.3212329633533955,8.303082277998328,19.550911743193865,8.927046656608582,20.56818511057645,51.42046215385199,162.90536361560223,61.16235616058111,0.0137026021257042,0.0342565029859542,0.0728465691208839,0.0419470518827438,0.0015716794878244,0.0039291977882385,0.0413519479334354,0.0050202198326587,0.7301533032263252,0.730153311851059,1.939489578529536,0.7137749352208235,0.0227206833660602,0.0568017065525054,0.2329137176275253,0.0705424547195434,0.025421530008316,0.0635538250207901,0.3747768402099609,0.0915846526622772,0.0161118686428644,0.0402796710908844,0.0954715629253122,0.0442665623888816,0.015724928410318,0.0393123204644312,0.130246681389697,0.0477167480314771,0.0155870909802615,0.0389677267521619,0.1198290959000587,0.0470435656607151,0.0112153813242912,0.028038453310728,0.0480506606400013,0.0301518272608518,0.0104371709749102,0.0260929279029369,0.0477607399225235,0.0299992375075817,0.002062908283984,0.0051572706396465,0.038285520098935,0.0077200697951795,0.0025564868489451,0.0063912171740442,0.0613957397381495,0.0080443182831352,0.0173189900815486,0.0432974733412265,0.1705310195684433,0.0525520704686641
D11,TGFB,0.037228694180041655,0.034362210094739304,0.0406109654897137,3.6531090536154807,9.132772485725582,19.41872283816338,10.013046479783952,21.300953879021108,53.25238408707082,177.91132231801748,72.48670194204897,0.0124208438210189,0.03105210978537795,0.0591992833651602,0.0394350346177816,0.0013427939265966,0.0033569857478141,0.0351224541664123,0.0054322108626365,0.6881540554483241,0.6881540657332347,2.4572680892625476,0.7893335636262273,0.020889600738883,0.0522240027785301,0.19291219115257255,0.0728618316352367,0.0231021586805582,0.05775539577007285,0.35259784758090973,0.09639887139201159,0.014566426879955,0.036416066578948345,0.07865660872489265,0.0419800982880905,0.0143398175913147,0.03584954344605575,0.11518507868284225,0.04609936560025925,0.0142442970536649,0.03561074100434775,0.1049897000193595,0.0450408179312944,0.0101777678355574,0.0254444200545549,0.04502937383949755,0.02895399369299405,0.0094758528284728,0.023689632304012748,0.0446478985249996,0.0285191126167774,0.00171653548743885,0.00429133867354445,0.0323603663554815,0.007560162647501201,0.0022138815574116,0.005534703820553,0.06091089320769895,0.008928525133021899,0.01566720008850095,0.0391680002212524,0.15564202517271036,0.051617454737424795
E02,Fak,0.00251459906661785,0.0032627508613134503,0.00457766869704235,15.087228384101763,37.71807053498924,75.44135212898254,52.33858255110681,323.13902911520563,807.847564262338,1680.8206112124026,1088.3973716469482,0.0085145346820354,0.0212863367050886,0.044754711911082254,0.0279697868973016,0.0003967341035604,0.0009918343275785,0.00273136608302585,0.0012207217514514,1.3322697384287308,1.3322697611508036,3.915410276521187,1.829697763919109,0.01083390554413195,0.0270847640931606,0.16668192297220225,0.31872281432151794,0.0135271227918565,0.0338178072124719,0.8261768519878387,0.9601129293441772,0.0090198091237258,0.0225495225584579,0.04690485162804525,0.029390740100481698,0.008889557684257799,0.0222238939746324,0.050343683224817345,0.03048330116652455,0.008873121347278301,0.022182802669703898,0.04673838429152965,0.0289768828079104,0.00763714057393365,0.0190928513184189,0.0384679958224296,0.024185549467802,0.0065003435593098,0.01625085901468985,0.03799496404826635,0.0237964447587728,0.00037460797466625,0.00093651997339565,0.00935670468399745,0.01252884983150205,0.0005986417152669,0.0014966042947826999,0.0229603089056937,0.01917604529980245,0.0092622265219688,0.02315556630492205,0.05064469389617435,0.030273899435997
E03,Fak,0.0036614698101826,0.0064604074125972,0.0093144340660753,2.7044938085600734,6.761234460398555,14.395376555621624,10.558983812108636,34.22745139570907,85.56862768530846,208.08731259405613,188.4292977657169,0.0090943770483136,0.0227359421551227,0.0453116670250892,0.028717478737235,0.0003967341035604,0.0009918343275785,0.0024261809885501,0.001152055338025,0.2223232084880517,0.2223232156892999,1.5262432663663126,3.614505895699892,0.0113679710775613,0.0284199267625808,0.1307393014430999,0.1566033363342285,0.0144350351765751,0.0360875874757766,0.4475165903568268,0.7099870443344116,0.0096036156994801,0.0240090390255178,0.0495500689906119,0.0325391706912876,0.0095146379062963,0.0237865945198678,0.0531296676884241,0.0391456706987048,0.009460593573749,0.0236514844000339,0.0474708154797554,0.0297093149274587,0.0085297934710979,0.0213244836777448,0.041748683899641,0.0259555969387292,0.0074311438947916,0.0185778588056564,0.0406958125531673,0.025421530008316,0.0004865233899389,0.0012163084980311,0.0090345509872358,0.0112126627478621,0.0006770071412683,0.001692517847358,0.0224048538021047,0.0399653518666997,0.0099183646962046,0.0247959122061729,0.0516365319490432,0.0317692831158638
E04,Fak,0.011069952624422,0.02189058881521,0.0209369220332878,2.9166857805103064,7.2917143646627665,16.811017084866762,11.414953894913197,20.36388214258477,50.90970484912396,173.61921160295606,163.72217950969934,0.0087129017338156,0.0217822548002004,0.0462272055447101,0.0287479981780052,0.0003662165254354,0.0009155422449111,0.002975508570671,0.0017853062599897,0.1887692565730374,0.1887692579441637,1.2036021242631714,2.0293060288075093,0.0109559781849384,0.027389945462346,0.1324940919876098,0.1808041483163833,0.0130464639514684,0.0326161608099937,0.4315403997898102,0.6164339780807495,0.0092572736214876,0.023143183789131,0.0504358955367933,0.0335913659873767,0.0091792300287912,0.0229480748323025,0.0580087724868467,0.0397870544891482,0.0090638594701886,0.0226596482098102,0.0491493083536624,0.030273899435997,0.0080872820690274,0.0202182047069072,0.0415045395493507,0.0256961937993764,0.0069581139832735,0.0173952840268611,0.0406195148825645,0.0251621268689632,0.0004422805933167,0.001105701411338,0.0097949396141027,0.0184620503858136,0.0006764054031107,0.0016910135121059,0.0254406923891571,0.0364051505557356,0.0095216296613216,0.0238040741533041,0.0547951459884643,0.0341191738843917
E05,LY,0.01880242444542885,0.046068208997725596,0.08144729479048285,2.7912642410956323,6.978160543367267,15.165705369785428,10.981910451315342,10.932135613402352,27.330338791012764,73.53756778687239,49.99650580249727,0.01046578201930965,0.02616445510648185,0.05487525835633275,0.0399137875065207,0.0005188062787055,0.0012970156967639,0.0114633403718471,0.00830853730440135,0.28170254655870286,0.2817025585887491,1.1862896660487698,0.8619044703884942,0.01303883455693715,0.03259708732366555,0.1282062977552414,0.08970016241073606,0.01413748413324355,0.035343710333108846,0.2184176445007324,0.1241626590490341,0.010943790146275001,0.02735947510790955,0.060201317162252396,0.04324371610153625,0.010945143935761851,0.0273628595797763,0.0706317728070612,0.0498985095657914,0.0108949420973658,0.0272373557090759,0.0669069960713386,0.048737315461039446,0.0083466852083802,0.0208667125552892,0.04232089594006535,0.02669565938413135,0.00818646512925615,0.020466161891817998,0.0421072710305452,0.0265506990253925,0.000691893832645,0.00172973455764905,0.01529957931265955,0.01204441980132445,0.00085252428025895,0.00213131068828865,0.02140558890132845,0.01333016244269415,0.01140611898154015,0.02851529791951175,0.0814888998866081,0.0572213307023048
E06,LY,0.0199602118128762,0.0373887119982688,0.0590880038244314,3.540459332056344,8.851148242130876,19.84177926182747,13.212161475792527,19.138689456507564,47.84672313556075,121.8188602104783,82.67568491026759,0.0106355380266904,0.0265888441354036,0.0538643486797809,0.0375867849215865,0.0006103608757257,0.0015259012579917,0.0119935907423496,0.0083314254879951,0.3590191016478473,0.3590190992707157,1.5620842823765564,1.0592185194772097,0.0138399330899119,0.0345998331904411,0.1304493844509124,0.0933699533343315,0.0156252384185791,0.0390630960464477,0.287449449300766,0.1453269273042678,0.0110283288749534,0.0275708219210096,0.0590135244800981,0.0404668408419999,0.0112286115716604,0.0280715286810676,0.0711018302199211,0.0472076014400244,0.0111390864476561,0.0278477165848016,0.0661325976252555,0.0462195761501789,0.0081940945237874,0.0204852353781461,0.0422827489674091,0.0262302588671445,0.0080567635595798,0.0201419088989496,0.0421301610767841,0.0260776691138744,0.0008404356459376,0.0021010890866685,0.014156056465428,0.0112140728699337,0.0009974459243939,0.0024936147374587,0.023834938852602,0.0133702773898982,0.0117647061124444,0.0294117648154497,0.0818608403205871,0.0542763397097587
E07,LY,0.0191362405963573,0.034379382615498805,0.05841755442074495,3.1921950462274253,7.980487555265427,17.594598336145282,11.729190547019243,16.282635390758514,40.70658804476261,109.35431463830173,70.02322438638657,0.01029602531343695,0.025740062817931147,0.051939804106950704,0.03637369349598875,0.0005493247881531,0.0013733115047216,0.01091019995510575,0.007965208962559651,0.27460273981742594,0.2746027332639063,1.4511458926943743,1.0396895685099592,0.0131227588281035,0.0328068956732749,0.14426642656326294,0.09236285835504529,0.01468680892139665,0.03671701997518535,0.2756618559360504,0.1379415541887283,0.010690762558847051,0.02672690621152725,0.05797337571958475,0.0394258964779663,0.01087056283051195,0.027176406836731698,0.0691143339745604,0.0463086917637196,0.0107728699222207,0.0269321743398904,0.0630846098065376,0.0449378192424774,0.00832379655912515,0.020809491164982298,0.04221408441662785,0.0262607764452695,0.0080720223486423,0.0201800558716058,0.04198519885540005,0.02611581608653065,0.0007192905310228501,0.00179822632609055,0.0144060985269912,0.010898721065793801,0.00088790045378975,0.00221975107691225,0.02339575253458345,0.0130359507643753,0.0113832307979464,0.0284580774605274,0.0795452818274498,0.0533684287220239
E08,Fak_TGFB,0.0042974227609542,0.0059540963931593,0.0068666761830382,4.595330796204507,11.488326858729124,23.66388956829905,15.305592527613044,59.18925839755684,147.9731444194913,356.6421004533768,234.4479141011834,0.0084840161725878,0.0212100408971309,0.044129092246294,0.0276188291609287,0.0003662165254354,0.0009155422449111,0.0028076618909835,0.0010986495763063,0.2476994282449952,0.2476994237848705,1.7977330010882149,0.98378367092244,0.0108033875003457,0.0270084682852029,0.1744106262922287,0.1241321414709091,0.0134584577754139,0.0336461439728736,0.6723124980926514,0.4777752459049225,0.0089929208993894,0.022482302006836,0.0476523903995618,0.0294991688710729,0.00897518727618,0.022437967952113,0.0507195569525224,0.0304838291622397,0.0088502326980233,0.022125581279397,0.0462348349392414,0.0285801477730274,0.0085297934710979,0.0213244836777448,0.0395819023251533,0.0242008082568645,0.0066834515891969,0.0167086292058229,0.0385290309786796,0.0238040741533041,0.0004494061124628,0.0011235152587768,0.0087816052188012,0.0096095704671326,0.0005742647686358,0.001435661933509,0.0252310824908206,0.0132702961958157,0.0093232626095414,0.0233081560581922,0.0504005476832389,0.0298313871026039
E09,TGFB,0.02675082250658855,0.0321399165120274,0.04510065245990915,2.8033570083789527,7.008392436429858,16.070771396160126,9.99423210695386,19.54391564149409,48.85978836938739,206.94569318927824,86.72313276585191,0.01163500454276795,0.02908751182258125,0.0530079342424869,0.03888952359557145,0.0007934691384434,0.0019836723804473,0.017139695584773948,0.008983749896287849,0.4235034728738466,0.4235034565785363,3.001871229358445,1.2859744796772077,0.016006713733077,0.04001678526401515,0.1986877247691154,0.0918593108654022,0.01966887991875405,0.0491721983999013,0.5340581238269806,0.16298160701990125,0.01206268362364155,0.03015670874865685,0.06196285346543865,0.0414364156376626,0.01254148398906205,0.031353709531697,0.11395213743630994,0.050449564758705906,0.01238269638270135,0.030956741422414752,0.06613641232252115,0.04796291980892415,0.00956740695983165,0.023918516933918,0.0437323562800884,0.0268406197428703,0.0091172656975686,0.0227931635454297,0.04364843294024465,0.0267185475677251,0.0010921754498693001,0.0027304384866871003,0.02690765259145455,0.012110483297730599,0.0014154083286818,0.0035385207057431,0.0867279154411109,0.01600332453870415,0.013239108957350199,0.03309777006506915,0.14526398479938502,0.058041503652930204
E10,TGFB,0.0282086112011684,0.02926848486321125,0.0406336901906187,3.5098726213909686,8.77468144055456,18.553871981799603,12.188502353616059,26.51387829100713,66.28469479922205,239.93786527588964,103.70960572734474,0.0115358205512166,0.0288395509123802,0.0528858639299869,0.0411001741886138,0.0008697640150785,0.0021744100376963,0.024765390902757603,0.0081826522946357,0.5185222722530615,0.5185222541232085,2.639939039874009,1.1283804630660965,0.0169375147670507,0.04234378784894935,0.2018921226263046,0.09206530824303624,0.0199740603566169,0.0499351508915424,0.4532082080841064,0.1541313752532005,0.012332980859931151,0.03083245181202875,0.06652907308590145,0.0438448104873723,0.01255953148106825,0.031398828285726196,0.111798999970232,0.0505160711103074,0.0122377360239624,0.0305943395942449,0.07361715286970134,0.04831006377935405,0.00980392191559075,0.02450980432331555,0.04428168199956415,0.0275730527937412,0.00901045277714725,0.022526131942868198,0.04393835365772245,0.0275577940046787,0.0010989197830143,0.0027472994087715,0.0308390553090383,0.01191392753478165,0.00152075651358595,0.00380189116217235,0.0752504020573868,0.0135124187046175,0.0133211258798837,0.0333028137683868,0.1547837033867836,0.057951858267188044
E11,TGFB,0.0299777639945826,0.0253786763481831,0.034745239659562,3.739314900711179,9.34828706085682,18.73577482998371,10.424902744591236,23.42294976208359,58.55737345665693,188.19282830506563,74.39433906786144,0.012298772111535,0.0307469293475151,0.0562600120902061,0.0363164730370044,0.0011139083653688,0.0027847737073898,0.0287327356636524,0.0049591809511184,0.5641473008182312,0.5641473126772618,2.1656080163726843,0.8067733536295264,0.0188601519912481,0.0471503809094429,0.1787594407796859,0.0633249431848526,0.0214084070175886,0.0535210184752941,0.3602349758148193,0.093019001185894,0.0137297818999892,0.034324454201851,0.0697880573731301,0.0382278031413805,0.013609778683557,0.0340244461422771,0.1087627991153721,0.0423832358386193,0.0134279392659664,0.0335698463022708,0.0868925005197525,0.0413366891443729,0.0102235451340675,0.0255588628351688,0.0444647893309593,0.027832455933094,0.0094453347846865,0.0236133374273777,0.044220644980669,0.0275883115828037,0.0013504495537118,0.0033761237450771,0.0277067329153823,0.0063848181134046,0.0018229581908111,0.0045573955158549,0.0609085140391511,0.0080046109614709,0.0146028837189078,0.0365072079002857,0.1443045735359192,0.046807050704956
F02,Fasudil,0.0161243981398847,0.0302969746058603,0.050411497984471,2.635431467555464,6.588578609749675,15.918059073388577,10.17647061124444,11.7694820901379,29.423704892396927,102.01777694001794,55.96540789492428,0.0103303575888276,0.0258258935064077,0.0522735938429832,0.0372549034655094,0.0004882887005805,0.0012207217514514,0.0158693827688694,0.0091096367686986,0.1618952877825283,0.1618952829142164,1.572643359353202,1.0582954185300646,0.0127718010917305,0.03192950040102,0.1358205527067184,0.0897230505943298,0.0142671857029199,0.0356679633259773,0.3190966546535492,0.1325398683547973,0.0107805476644552,0.0269513689574732,0.0590972701875155,0.0404405218131583,0.0107980319931859,0.0269950797513516,0.0836275390936778,0.0500841958964711,0.0107423514127731,0.0268558785319328,0.0651865452527999,0.046692606061697,0.0084229800850152,0.0210574492812156,0.0429694056510925,0.0267338063567876,0.0081635769456624,0.0204089414328336,0.0427557788789272,0.0265049207955598,0.0006740908080858,0.001685226924601,0.0171366700225348,0.010897832975524,0.0008555032509952,0.0021387580479103,0.0425502593139852,0.0159081183651555,0.0112458989024162,0.0281147472560405,0.1008392460644245,0.0584267955273389
F03,Fasudil,0.0177506404777794,0.0329965838599932,0.0694598891504351,2.093522562645376,5.233806353062391,13.859433937817812,9.029190527275205,9.716502727009356,24.29125658795237,102.46727694943549,50.462714698165655,0.01023880392313,0.025597009807825,0.0591744855046272,0.0410658419132232,0.0005340659990906,0.0013351645320653,0.0236209705471992,0.0103456154465675,0.2169896118343432,0.2169896014998388,1.39270121018779,0.8649287786506566,0.0131837949156761,0.0329594872891902,0.1635156720876693,0.095857173204422,0.0149996187537908,0.0374990478157997,0.34775310754776,0.1359426230192184,0.0109435377575187,0.0273588441806026,0.0691358538513833,0.0446157541706181,0.0108850552259307,0.0272126378298833,0.104613939837666,0.0546062132936309,0.0108491647988557,0.0271229110658168,0.0884870663285255,0.0524147413671016,0.0083772027865052,0.0209430065006017,0.045456625521183,0.0273289084434509,0.0082093542441725,0.0205233860760927,0.0452277399599552,0.0272068362683057,0.0007680244520903,0.0019200609919095,0.0232072620034854,0.0130213821173025,0.0008951630553629,0.0022379076247099,0.0530286400698647,0.016883453580774,0.0114137483760714,0.0285343714058399,0.1320057958364486,0.0649729147553443
