,DG1,0,1,2,3,4,5
39,Glutathione_3_TGFB,5.578268395030105,1.1000923909015605,3.330020098446057,-0.006320269234235361,1.0071181118781696,-1.6697724757949968
40,HY12289A_1_IL1,-4.697246557975696,0.8607801237914736,1.1232835960344478,1.6654616348476519,1.3929995623057174,-0.956079758717414
41,HY12289A_1_TGFB,1.8176883851541694,-0.33190537939743686,-3.416368412748108,2.46860229442772,0.37995580403202905,0.35245458285441567
42,HY12289A_2_IL1,-4.4291035136324695,0.5581962035803787,1.5702270004675072,0.6636161739905084,2.248154108309445,-0.3421449296536565
43,HY12289A_2_TGFB,0.7031802928277029,-1.1238621447187827,-2.0851374580810003,2.589747079164225,0.2931426584259071,0.39501121283883517
44,HY12289A_2_TGFB_IL1,-3.570992066154851,0.03538258101067285,1.3422475607224489,2.074157299492244,1.542481201137721,0.3633862795203073
45,HY12289A_2_control,-2.8852399273362392,0.0763067373882871,-2.3419310215453826,-2.31658274929666,1.733631665558773,-1.009548937047796
46,HY12289A_3_IL1,-4.353679489782599,0.7660722234646135,1.2803641236222283,1.2516745340718785,0.9669761260922403,-0.16910688850733493
47,HY12289A_3_TGFB,0.8521784469566667,-1.2148013747142268,-1.3344160241070118,2.3435661647539217,0.9952486983300103,0.7140433012984707
48,IL1,-1.495543811484341,-1.0561011833439484,-0.18104760317932037,0.5261042837016313,-0.029555914080499852,-0.5680501551711319
49,Marimistat_1_IL1,-1.4487750465420517,-1.9677795924694517,0.5758024521471914,0.9006699878288386,-0.5745221966794102,0.01040623233544142
50,Marimistat_1_TGFB,4.16194030165942,4.8201940184091265,0.39270938701780467,-1.6294024527589563,-0.5115050751018276,1.4892529458517367
51,Marimistat_2_IL1,-1.7933405411685646,-0.9621541149699675,0.09750210403587127,-0.4527459734444959,-0.7440319396094422,-0.3434852163611853
52,Marimistat_2_TGFB,4.695593328369816,3.570087408553493,0.5482879478826359,-1.359369052637225,-0.27652885840566926,0.5967112410102376
53,Marimistat_2_TGFB_IL1,0.029901080240937974,-0.7987615583950166,0.06144015312172382,-1.4216949205742513,-1.1039012654408502,-0.48727675913228446
54,Marimistat_2_control,-1.2736759784852492,-1.0713804833588148,-1.285017985356052,-0.8111345357601683,-0.8212395209280509,0.5261298412296244
55,Marimistat_3_IL1,-2.1959552150730897,-0.8149081284145656,-0.3747980513650527,-0.9065096060213231,-1.3180276324652698,-0.08519892395572144
56,Marimistat_3_TGFB,3.4487523544553293,2.1639340804780494,-0.007416151349016954,-1.7962057606140762,-0.4497784243940715,0.40904901086853995
57,Pirfenidone_1_IL1,-2.5335212301266794,0.12611454072357503,-0.8519829696889857,0.6019395556871594,1.0318948254656946,-0.7973156058910696
58,Pirfenidone_1_TGFB,3.1448681751271668,1.6088259243532077,-2.5767614588913177,3.338982609209081,-0.2279622001875112,0.37463177572090783
59,Pirfenidone_2_IL1,-2.242426950408018,-0.4021508508950625,-0.7773154386700235,0.9989231228478505,0.8397593167177113,-1.3417502023793537
60,Pirfenidone_2_TGFB,3.3445603770678978,0.32645947172843337,-3.2180461182171007,2.640104455571932,0.38352162479318697,0.3291190505599035
61,Pirfenidone_2_TGFB_IL1,-0.4710998637956793,-2.3150600760810205,-2.241871935828251,2.001624071799026,-0.6255768898546165,-0.7665618480537213
62,Pirfenidone_2_control,-2.4827256485064293,-0.3297544812784404,-2.419211737183069,-2.1382018878780262,2.6429683154147092,-1.9089074833748734
63,Pirfenidone_3_IL1,-1.1738424864666608,-0.06714666447386727,-1.020827693302271,1.3798774593561034,0.6980904231969483,-0.47530935272376207
64,Pirfenidone_3_TGFB,2.942863917046152,0.15908158050771662,-3.828459469953329,2.4651252287459,0.2837604777635764,-0.05793287164186027
65,SB203580_1_IL1,-2.884668664994003,0.1331604422463419,-1.1409241408952768,1.3098610314978019,-0.981998691902377,-1.405209033031457
66,SB203580_1_TGFB,4.013174418880111,3.117806718960708,-1.1735236219617564,4.100539130464912,-2.129398059955962,-0.11162179237768399
67,SB203580_2_IL1,-2.51329451363242,-1.0204545735230985,-0.23470484663925006,1.0782473589607904,1.3418929776433137,-0.8067220166790617
68,SB203580_2_TGFB,3.1221695538861076,2.9240557692182207,-2.7434813071625457,1.7992613750366824,-1.471772147494909,-0.17990125413021868
69,SB203580_2_TGFB_IL1,0.2129130953854402,-1.0606803521361388,-3.766971125941511,0.8639815903123653,-1.2786275239341667,-1.3262125361253427
70,SB203580_2_control,-2.136134840844792,-0.2650665587859547,-0.3725620964221135,-0.5228024509501362,2.904034591540859,-0.6193605674906266
71,SB203580_3_IL1,-3.071789236590216,-0.43692256356249237,-0.9969102412381478,0.5565296107420145,0.8170581307832243,-1.580563668417469
72,SB203580_3_TGFB,1.815894963690241,0.9425945362193814,-2.6635638946553466,1.5668321909052605,-1.517031859757854,-0.15737610909727104
73,Salbutamol_1_IL1,-2.0008099905449552,0.6045936347929545,0.3736504417902484,-1.4906320780661944,-2.0975512832944045,-0.29307012741059213
74,Salbutamol_1_TGFB,2.649171863968673,1.4583532233791583,1.4646156028018906,-0.34255205357537627,-0.46533374044016995,0.36825787972692103
75,Salbutamol_2_IL1,-2.1897038905231656,-0.9447747791374745,0.70581313067596,0.17268972857632817,-1.333160776180664,0.07748504386849035
76,Salbutamol_2_TGFB,3.4538467387937577,0.6852540509482666,0.8403596223829741,-0.1964157218542961,-0.4251075881439066,-0.1388185387156574
77,Salbutamol_2_TGFB_IL1,-0.0333148513566098,-1.6571473079083183,1.4834369651645576,0.20970382643904298,-1.049498053281548,-0.3274332148563003
78,Salbutamol_2_control,-0.8047169374792174,-1.181192628723422,-0.6033211513434787,0.3570515913214099,0.461360195035041,0.7400810275572601
79,Salbutamol_3_IL1,-1.1673806571324106,-0.9441998781050146,0.8193517293193517,0.07243139980508576,-0.6685241742910704,0.2284251100771397
80,Salbutamol_3_TGFB,3.175237806453358,1.73256781297035,-0.38171224946381566,-2.006404758300966,-0.7557283191600052,0.4039398668960843
81,TGFB,3.748757687997094,1.1960762212358886,-1.916786450096363,-0.6229512753076871,-0.40419282525334027,-0.0056595026013488165
82,TGFB_IL1,0.23680814160472205,-1.9370423703161992,0.17606454575945202,1.0727390307364246,-0.8506141037645588,-0.3263856463335747
83,Val_BNP_1_IL1,-2.124857779180215,-1.7559965915583486,0.590731962670972,0.2709421283367917,-0.5206613018681585,-0.27142282993725386
84,Val_BNP_1_TGFB,2.2427075977368123,-1.3298591630039616,-0.45966224686814955,0.42345456788950037,-0.38002007441573715,-0.1226682701055548
85,Val_BNP_2_IL1,-1.5107513915238608,-0.2800075671485807,0.6542667152462267,0.13782683333051063,-0.8342630666325039,0.20985269737098206
86,Val_BNP_2_TGFB,2.8636752075336322,-0.4334054906032482,-0.13472653932929854,0.5867671026151672,-0.3203466556707478,0.471590049831394
87,Val_BNP_2_TGFB_IL1,0.13158555546867606,-2.444055599278465,1.5459922303165354,1.30609663505226,-0.08543178559719472,0.4077209968944079
88,Val_BNP_2_control,-1.3241913389050208,-0.47297554569598005,-1.1006881894954725,-1.44342985807689,-0.5879522484964241,0.5980790321720902
89,Val_BNP_3_IL1,-2.2750616989724692,-1.0417020485642359,0.11379654634937963,-0.4021703840533692,-1.242501388122552,-0.19169876680073106
90,Val_BNP_3_TGFB,2.2559547932457087,-1.6009826214706133,0.22381960200762593,0.6519546637949166,0.20521895755454833,-0.22736941178151623
91,Valsartan_1_IL1,-1.7766737554925318,-0.5438978934392522,0.43198071254596976,-0.5396342805709392,-0.8357171619860925,0.022219874583114894
92,Valsartan_1_TGFB,3.0922140748930604,-0.2513229244031893,-0.15789230321488573,-0.8822412539034858,0.19013144000936869,0.45114695276580186
93,Valsartan_2_IL1,-1.3204456935268367,-1.9824569980546982,1.1168276013123748,0.44375331388812056,0.1682816983485828,0.8248338349008321
94,Valsartan_2_TGFB,3.9736657720713593,0.362200925582881,0.11480534812420519,-0.6516463486196361,0.22661526532621903,0.05981664127830148
95,Valsartan_2_TGFB_IL1,0.06499447945219831,-2.8087489534543892,0.4645725737835877,-0.07565547171124971,-0.8860937557406013,-0.43899898267442194
96,Valsartan_2_control,-1.2528222321114573,-1.1884549129148028,-1.6965486311470903,-2.8619156743082415,-0.7174201529237025,-0.19288201977464195
97,Valsartan_3_IL1,-0.8362767345538258,-1.0817906768162395,-0.35824500658290054,-1.184027103347904,-0.2739577625488775,0.4611308309169413
98,Valsartan_3_TGFB,3.066827817651033,0.44199531248579654,-0.5573732089997098,-2.5069193251022837,0.44168587861299,0.2476124661479707
99,WH4023_1_IL1,-5.00805685971163,5.188900294629483,1.0395007201207789,0.16933311942899695,1.211585212863509,-2.0043217725089253
100,WH4023_1_TGFB,-1.9056995898427962,3.7013625265359082,0.6887576131714896,1.6145542288628667,0.9532980298126423,2.0641241057522297
101,WH4023_2_IL1,-4.352631023644369,6.364311666800295,1.1311695471115266,-0.613223432311779,0.7019923090899499,-1.057321372752453
102,WH4023_2_TGFB,-2.2183124689383114,-0.002606903843588472,-2.5795112332282217,-1.303088855516953,2.5735727735554366,-0.2754370178018081
103,WH4023_2_TGFB_IL1,-3.4102193899494573,9.311919950547548,-1.9563910459900486,-0.11988514031847852,-2.2785007952694922,-0.19618937727327415
104,WH4023_2_control,-3.0985941407382143,3.8663798302184227,0.5384896588583635,0.3464996482839375,1.3398333663453446,0.11067616045198088
105,WH4023_3_IL1,-2.2915144117155872,4.994374137553053,1.4107202654449749,1.2537930810974987,1.1759171081587894,1.4175738811911953
106,WH4023_3_TGFB,-1.347587779362016,1.2363664742271994,1.2701463801671093,0.7823781892584813,2.840341592046865,2.624963684308582
107,control,-0.7844889310653977,-1.2021216032120214,-1.2610443147611183,-0.6224054394640326,1.4962364665041517,0.47407911578532613
